ResNet101_2d1,ResNet101_2d2,ResNet101_3d1,ResNet101_3d2,ResNet101_3d3
0.63761675,0.13005573,0.6106334,0.10595766,0.31304964
0.45141256,0.10433969,0.39620098,0.21038032,0.19596225
0.6598174,0.23013282,0.60547185,0.25716585,0.27429304
0.55826163,0.38380986,0.54328966,0.34345818,0.51537
0.6737341,0.6305987,0.69885033,0.7854383,0.20438272
0.27085418,0.42513084,0.292633,0.4616298,0.4532154
0.72482,0.80243003,0.7554792,0.54194844,0.82781065
0.752162,0.23039156,0.7553667,0.28275788,0.29296124
0.5808903,0.29709136,0.6556515,0.21883214,0.50452095
0.6429275,0.61030686,0.7655494,0.6347188,0.29658657
0.7620795,0.24321136,0.7400015,0.3343593,0.28065705
0.4947618,0.134464,0.43036944,0.18310687,0.30669105
0.7875064,0.2057862,0.7473105,0.2856511,0.23931287
0.7672849,0.30247378,0.78647244,0.2890876,0.09897655
0.64940727,0.24331924,0.59483355,0.3122627,0.15455717
0.5182779,0.3141075,0.43241847,0.26457846,0.496401
0.29573607,0.38622823,0.3197192,0.37741044,0.47070152
0.83953714,0.3649565,0.8275025,0.3530581,0.33298492
0.12193161,0.26275718,0.18475568,0.24216971,0.2613008
0.6479949,0.27682465,0.74974024,0.4412052,0.42731917
0.5136244,0.10925922,0.5222745,0.18693793,0.22292669
0.784991,0.42573076,0.7048643,0.46894875,0.28031844
0.691579,0.17960519,0.7400895,0.15021679,0.41597688
0.58704853,0.18785349,0.6127096,0.13061833,0.45131946
0.55206275,0.2745595,0.5074493,0.16684353,0.5253073
0.4294328,0.24357566,0.41753218,0.32055888,0.34451813
0.81626403,0.29930663,0.8493632,0.22531497,0.34162486
0.5739987,0.13815725,0.47891867,0.13199306,0.41455257
0.62473476,0.7656389,0.58079356,0.8724046,0.6902259
0.5140359,0.49647474,0.47388694,0.50570023,0.49862906
0.3770584,0.41296273,0.33982486,0.2802469,0.58427566
0.38041788,0.19458687,0.5035496,0.26724687,0.14977527
0.88876903,0.45475125,0.7961768,0.54811496,0.3407239
0.5454045,0.32496125,0.48648313,0.28523624,0.52163196
0.33346087,0.92891896,0.32559872,0.95141643,0.5407361
0.26899952,0.9665649,0.20811895,0.2035025,0.62014425
0.58074015,0.24271849,0.5725803,0.08110461,0.60806316
0.7170836,0.34856147,0.61099994,0.4043687,0.31263104
0.07399261,0.55174696,0.092014074,0.44608712,0.52631396
0.3221739,0.32337576,0.3867669,0.44747642,0.28627512
0.64374644,0.3887321,0.6826107,0.4163698,0.5215586
0.20783126,0.15935853,0.35919636,0.6014935,0.08071023
0.72751254,0.17498583,0.6991147,0.1220043,0.28942847
0.53235817,0.11628741,0.4532379,0.126768,0.3152082
0.018844575,0.59854835,0.0,0.5799586,0.48626143
0.5829394,0.34114534,0.62755466,0.2495943,0.71827203
0.26542014,0.2655582,0.26490343,0.19147182,0.47080052
0.4597612,0.1346125,0.44803402,0.2630215,0.19916028
0.59001034,0.12593755,0.53059906,0.1359868,0.40672848
0.7216097,0.13269278,0.6274905,0.12600052,0.15246743
0.5872031,0.97205985,0.45963323,0.9344238,0.30133003
0.61645585,0.09292987,0.51945615,0.15307066,0.3086536
0.81240475,0.17956883,0.7860154,0.16225079,0.21582034
0.15140891,0.43078366,0.14571744,0.50797826,0.29610452
0.37229306,0.4452537,0.32684827,0.2314887,0.67055714
0.5580223,0.16032344,0.5523995,0.029747397,0.41554973
0.51085806,0.09818128,0.50614494,0.17383489,0.1900886
0.48058838,0.085961044,0.35817602,0.11250809,0.25872245
0.5113123,0.26862743,0.43852824,0.15126291,0.5404295
0.7593575,0.35663742,0.79173696,0.43743548,0.07106429
0.5679319,0.10673091,0.48670352,0.083752126,0.336276
0.1093452,0.2868911,0.14945531,0.27858776,0.2995972
0.32036805,0.5735393,0.288696,0.5057846,0.6450918
0.8837449,0.7933892,0.8569133,0.8418769,0.40309212
0.5530208,0.2216135,0.6485058,0.09650707,0.5586549
0.1991314,0.37987548,0.22739175,0.46931148,0.254574
0.13691294,0.4041652,0.15165848,0.48679823,0.37558407
0.68845195,0.29178315,0.6651912,0.37245378,0.061772525
0.40212387,0.38342693,0.45370975,0.34199193,0.39212802
0.6754196,0.7067274,0.60074204,0.6757893,0.39655894
0.55001044,0.18667337,0.532686,0.20632738,0.73407084
0.574052,0.2814405,0.5835456,0.22918421,0.5520338
0.39885145,0.32166868,0.2864501,0.27193144,0.42204288
0.6893978,0.49135312,0.79408383,0.4441415,0.348082
0.101823896,0.37056667,0.13291028,0.40019244,0.34238192
0.753721,0.11975762,0.6411376,0.25808805,0.11673853
0.64811194,0.16613698,0.6461574,0.18728,0.354757
0.64181244,0.13949552,0.6301008,0.09649277,0.34038055
0.2778266,0.27349108,0.26710403,0.22237706,0.51996523
0.49528682,0.050158292,0.45228463,0.11431268,0.18009609
0.7431909,0.17270464,0.6773526,0.16846135,0.3101169
0.6325575,0.25468487,0.56271255,0.28016555,0.1870589
0.41948694,0.14071012,0.38840607,0.2959988,0.2823984
0.71634614,0.34835625,0.5969964,0.39396423,0.33585456
0.4709363,0.43843392,0.4755915,0.3499723,0.52210164
0.5477806,0.34195632,0.45412153,0.23939896,0.5400118
0.42618614,0.5775044,0.49405366,0.55829304,0.63438296
0.47715303,0.10446176,0.3691088,0.1734823,0.2722088
0.53926265,0.016265392,0.48649877,0.3656039,0.10927373
0.67237586,0.10045496,0.5918298,0.2006304,0.22727785
0.550986,0.28864613,0.5255342,0.19784555,0.56853276
0.17836031,0.55022717,0.21208191,0.6635754,0.3427769
0.7760315,0.69047606,0.7249265,0.64929307,0.5018215
0.74610436,0.11293769,0.61196446,0.26689792,0.13850969
0.4852261,0.5650742,0.2972116,0.34474337,0.39301518
0.6643498,0.41895214,0.5355354,0.4274894,0.36574468
0.83600396,0.33925512,0.8690051,0.3936304,0.44225374
0.6551441,0.48992246,0.6944895,0.22904766,0.6813337
0.7535579,0.49683842,0.8433635,0.32592863,0.5719766
0.4125713,0.36120844,0.3762313,0.22723666,0.5998785
0.3820948,0.48078817,0.32730266,0.27355385,0.8086885
0.6587003,0.35235405,0.67185843,0.3478714,0.48320898
0.32050478,0.24432436,0.36000305,0.42299575,0.21897154
0.28622907,0.7748389,0.33201995,0.79797184,0.7784546
0.41155404,0.8130106,0.22866935,0.8761523,0.28032804
0.46913677,0.2380149,0.36839986,0.16132021,0.48370972
0.6042499,0.20693979,0.66193485,0.19158795,0.47330108
0.7432346,0.5063005,0.8098527,0.32292226,0.6022189
0.4733284,0.31241292,0.48742643,0.492371,0.1685516
0.73797226,0.52592164,0.83115435,0.3565511,0.6669197
0.5533257,0.1256946,0.52773017,0.0584912,0.3555106
0.55974627,0.08258268,0.4478225,0.03706509,0.37685078
0.20338029,0.40054265,0.13507926,0.48795298,0.17216223
0.5278067,0.3494777,0.46145856,0.21770918,0.6986702
0.83039665,0.24397355,0.8272922,0.3097009,0.2089133
0.16553387,0.4301755,0.155054,0.5397945,0.29002097
0.19228014,0.42773733,0.1558944,0.5848403,0.19203764
0.92215997,0.6249029,0.92671573,0.5276286,0.5153447
0.8857653,0.29853314,0.8584113,0.42770424,0.175657
0.7355072,0.16052312,0.6692043,0.14505807,0.26180106
0.10548645,0.31556484,0.14607242,0.30190778,0.37925357
0.5245495,0.44317594,0.55858237,0.35261056,0.6901482
0.04853314,0.4222489,0.045668155,0.34095424,0.49001187
0.6717008,0.121806145,0.5334446,0.1461496,0.19830292
0.48380867,0.13978368,0.39741188,0.21788704,0.31914017
0.56857824,0.076803416,0.43303815,0.02448079,0.33693212
0.59387577,0.8059523,0.53810143,0.71572065,0.20651317
0.8533666,0.273744,0.912158,0.34816778,0.2213726
0.37957045,0.6351358,0.2310454,0.6894066,0.8375825
0.5997567,0.26763615,0.55046123,0.20196009,0.49379843
0.3897255,0.39722514,0.35547787,0.34399384,0.51491183
0.71234417,0.26051146,0.68695,0.36412823,0.17661324
0.78595257,0.23420385,0.6826576,0.30145985,0.18371308
0.56726325,0.16900694,0.5501141,0.03845209,0.46018055
0.8316077,0.33918902,0.84336776,0.38966852,0.45554748
0.611562,0.8043152,0.5647899,0.71967375,0.27285963
0.65980923,0.25427225,0.5910133,0.31745917,0.24363452
0.7134372,0.46685708,0.6536975,0.53842,0.3491981
0.5181644,0.33680463,0.48099673,0.19946918,0.7440083
0.923713,0.60013306,1.0,0.62407464,0.44121915
0.1748868,0.5084657,0.19218066,0.54721624,0.4177705
0.3849367,0.2579848,0.34560424,0.28184092,0.36086747
0.76965916,0.21328232,0.67343843,0.24005854,0.19779965
0.6687483,0.25418726,0.5962829,0.2878688,0.26013035
0.28364456,0.53653425,0.37841672,0.5914657,0.40293992
0.6103056,0.2758072,0.7865919,0.29016206,0.3948843
0.59913063,0.019464195,0.49273792,0.26717234,0.06503597
0.18556744,0.26780307,0.17675719,0.38005692,0.13702866
0.32948905,0.40213802,0.25554103,0.30240038,0.52225685
0.6948686,0.12754664,0.628247,0.24465069,0.33199304
0.5210636,0.5713476,0.516511,0.54784673,0.7112114
0.81815934,0.53329444,0.8206878,0.46849835,0.5527672
0.68021125,0.23843011,0.62112814,0.33910322,0.2649908
0.8104553,0.26256913,0.84482515,0.37648252,0.25198597
0.600808,0.064642936,0.55735946,0.22473297,0.32800737
0.5824499,0.027725965,0.4375278,0.26883826,0.084086
0.79654074,0.25139073,0.6639468,0.4029792,0.1647118
0.61791074,0.3072968,0.5411892,0.3807812,0.29610065
0.51156175,0.2724793,0.4259811,0.12917793,0.56083524
0.042877108,0.3468631,0.0038817525,0.374223,0.30735278
0.34952205,0.42358434,0.29202205,0.2922775,0.655747
0.23749694,0.7156767,0.25040248,0.6807188,0.7300905
0.690743,0.1674501,0.75796974,0.12631795,0.43221694
0.7323294,0.56587857,0.7192751,0.5124916,0.7300283
0.17933682,0.7526041,0.21780473,0.7142121,0.48647326
0.49455202,0.43130368,0.48316422,0.34433752,0.63243705
0.8954538,0.36675933,0.8717055,0.39498824,0.27029997
0.51014465,0.12876984,0.46956724,0.18585819,0.2760562
0.39782393,0.42193785,0.3878497,0.31327674,0.5362546
0.6132887,0.2374759,0.7386115,0.2034815,0.5320278
0.01884517,0.5985493,0.0075418055,0.59574634,0.4795165
0.23251194,0.2502703,0.25189024,0.3236668,0.09779236
0.3291572,0.32612875,0.4086191,0.45146364,0.25736815
0.779958,0.19283468,0.7450255,0.24277529,0.24724647
0.7765014,0.28866857,0.7555722,0.29804245,0.14591876
0.42466116,0.18244714,0.4476286,0.36155987,0.3128007
0.16280985,0.20496231,0.18781576,0.14855507,0.48761418
0.9112355,0.52371,0.917205,0.51277393,0.3426072
0.5277946,0.34948567,0.48343816,0.20389295,0.68816537
0.46514264,0.19486454,0.45852855,0.19660094,0.43325382
0.5070821,0.40667868,0.501482,0.30550593,0.7056248
0.4638383,0.2735407,0.36612907,0.2543422,0.5178362
0.5499586,0.12706971,0.5362187,0.048695624,0.32930803
0.83163404,0.24332228,0.81816405,0.2969507,0.1884765
0.3359049,0.87295145,0.12688833,0.74263084,0.3373757
0.46706176,0.058779895,0.40499982,0.17088166,0.1276485
0.6486925,0.28425834,0.76676285,0.4185176,0.4197002
0.42954415,0.35697106,0.39883602,0.18830952,0.55695415
0.6073141,0.11005744,0.5611472,0.15656683,0.34949422
0.26446337,0.13323525,0.45256662,0.46688136,0.051055253
0.39669585,0.07359302,0.51539373,0.4152637,0.34720412
0.5595944,0.43043566,0.5307992,0.40389538,0.47621626
0.5739987,0.13815725,0.47891867,0.13199306,0.41455257
0.6639457,0.14345697,0.6418626,0.20983055,0.29029703
0.6337019,0.09366441,0.5203512,0.1535292,0.2672124
0.3686284,0.39866987,0.36564982,0.3127894,0.6239363
0.1311129,0.5156661,0.21342197,0.40657943,0.63777786
0.13561156,0.3715585,0.1634677,0.40303275,0.2661491
0.4629039,0.12416309,0.42482266,0.2378234,0.23279446
0.5982852,0.0064071417,0.4995459,0.29458553,0.03852254
0.3276413,0.26762465,0.39762717,0.3795255,0.2705732
0.7402266,0.2719136,0.7503412,0.2242704,0.434713
0.7358105,0.7101447,0.68791306,0.6304095,0.29493403
0.7615027,0.32741195,0.67517155,0.4123988,0.27440947
0.80440134,0.71305025,0.77544034,0.717463,0.4737496
0.83017284,0.2991086,0.87681097,0.23278806,0.30458975
0.45291683,0.79282176,0.44662338,0.70455927,0.52356696
0.74411213,0.2515584,0.72710305,0.31667462,0.3418241
0.25089654,0.31678128,0.38792148,0.33846202,0.34492835
0.5949211,0.14625901,0.5555998,0.088914424,0.4301467
0.16488206,0.44278723,0.18114197,0.5566579,0.29541996
0.4105543,0.24488941,0.41112018,0.33795482,0.44059107
0.43464437,0.11461747,0.37938964,0.269383,0.1964609
0.543829,0.8601028,0.507678,0.7467281,0.23403138
0.60601664,0.41878682,0.6264854,0.39399603,0.5233024
0.70363355,0.33553004,0.6859499,0.4259212,0.33531183
0.80722344,0.30187488,0.8248054,0.2530958,0.33983564
0.56682646,0.11303118,0.49719277,0.08779693,0.36714602
0.04580778,0.7652646,0.043719202,0.7599455,0.51378363
0.17933235,0.3924693,0.1908702,0.46048227,0.29380566
0.40153903,0.3996545,0.33346668,0.30354756,0.5275366
0.53872913,0.11086056,0.4485035,0.11039695,0.27304226
0.31164938,0.7082519,0.3198384,0.5479471,0.78445184
0.66434747,0.11448845,0.5820692,0.14788231,0.21204558
0.7974746,0.28337497,0.6983576,0.26652402,0.05707425
0.70843154,0.22212577,0.6937765,0.23582488,0.39870757
0.49837363,0.06818017,0.45768854,0.15393269,0.21542975
0.7593575,0.35663742,0.79173696,0.43743548,0.07106429
0.47323018,0.51636297,0.4176383,0.35674697,0.5218438
0.10218182,0.5390475,0.12629077,0.35066357,0.66874695
0.48578358,0.44025517,0.44567886,0.6706962,0.02990079
0.5153115,0.30823946,0.41809678,0.25426596,0.46780986
0.12003878,0.7075007,0.09443751,0.7319719,0.5932648
0.5245528,0.8069943,0.44240844,0.6075507,0.25397
0.19935033,0.25333202,0.25658035,0.42928705,0.17911884
0.55058503,0.56353825,0.5333599,0.5628192,0.60912657
0.81465346,0.18921903,0.8021301,0.19832101,0.20606232
0.048905045,0.34183162,0.0339348,0.41493657,0.31553152
0.7388707,0.5216608,0.8203006,0.33805528,0.6457915
0.63493705,0.58204937,0.4959134,0.6133974,0.57079405
0.347215,0.426108,0.30854237,0.31361932,0.659425
0.6332449,0.16208184,0.6224257,0.14012027,0.36771014
0.84655493,0.5507556,0.83313924,0.531467,0.4770019
0.3923807,0.61683905,0.35174838,0.51758724,0.69988966
0.69360965,0.38762954,0.771495,0.27123037,0.53749204
0.34425214,0.07623199,0.7025943,0.48303077,0.9379929
0.5904386,0.18066877,0.59419197,0.15097082,0.4346574
0.4262038,0.3424108,0.40531197,0.15581271,0.6327708
0.6768071,0.4547365,0.53153,0.51585376,0.28664893
0.4695687,0.21046895,0.4615612,0.2440064,0.35289294
0.6366375,0.32262132,0.5788262,0.28849036,0.38834885
0.5383475,0.7600884,0.6200932,0.6128168,0.8086391
0.23913279,0.18524373,0.32902122,0.29822165,0.32358757
0.59226865,0.20869446,0.6291873,0.1599279,0.49311522
0.7068258,0.100608885,0.55966485,0.19823632,0.13986725
0.5371873,0.9961653,0.49053618,0.90917134,0.19713494
0.821439,0.53722024,0.7948471,0.47209433,0.5246797
0.23523563,0.31590527,0.099669576,0.626541,0.40216967
0.4444176,0.1782,0.40342164,0.15002283,0.382059
0.8126627,0.5748661,0.7831315,0.50548375,0.5812572
0.11198342,0.41924107,0.06423351,0.53934735,0.3051544
0.72167706,0.21036595,0.726794,0.23715323,0.3415131
0.18490788,0.6649771,0.207672,0.63094085,0.5846447
0.8517167,0.30933273,0.90705836,0.2826355,0.3590516
0.5347607,0.3835513,0.5290418,0.29505205,0.6424875
0.70588595,0.41570455,0.657838,0.44167715,0.40635782
0.76102114,0.17678353,0.68123573,0.20197618,0.27524266
0.2658693,0.69596493,0.28376764,0.70867586,0.8146217
0.6192193,0.3257508,0.56186694,0.3492269,0.3611632
0.50571394,0.1604394,0.66010875,0.27626747,0.27437514
0.6606039,0.37771282,0.6679326,0.14879778,0.37239072
0.16094458,0.31419072,0.12267265,0.39782342,0.20853183
0.35559955,0.30525032,0.22314987,0.41240865,0.39629444
0.6653733,0.34546572,0.67317766,0.34219965,0.44928697
0.5465959,0.39816812,0.48652548,0.3461161,0.55945873
0.505159,0.18888068,0.45036435,0.29852355,0.21846125
0.6798638,0.3991949,0.68427527,0.5039041,0.45512748
0.42377523,0.81320345,0.40097624,0.77289045,0.44458887
0.7775652,0.69933444,0.7296104,0.66444266,0.46994942
0.21865654,0.54333395,0.30599147,0.64071345,0.38410348
0.15448791,0.21939233,0.19999707,0.19100618,0.5004258
0.72083294,0.13560033,0.6261388,0.14643607,0.17666084
0.732229,0.32325092,0.7702967,0.2265675,0.50650877
0.70380825,0.32125962,0.677941,0.37982178,0.34760475
0.15525231,0.15734503,0.15751112,0.5210161,0.8642955
0.8193073,0.5849981,0.77736604,0.51518154,0.5013598
0.24890268,0.36318946,0.31299824,0.4535802,0.30825773
0.73728627,0.61326987,0.69048554,0.59042585,0.5660333
0.63747984,0.3444085,0.6001,0.34147346,0.44416684
0.09706563,0.3739097,0.13389045,0.39866734,0.37749687
0.71898514,0.2838874,0.65378565,0.32918656,0.36159593
0.66534877,0.3125538,0.54615605,0.38377738,0.44575247
0.7037756,0.18506816,0.72054076,0.18724334,0.38937938
0.6270066,0.32952136,0.568241,0.32746378,0.38878477
0.19743869,0.5033451,0.24392477,0.61064744,0.29369515
0.6118046,0.7175866,0.5036063,0.5981975,0.2840478
0.5680684,0.24141723,0.5777756,0.12094423,0.6013362
0.6956935,0.1823397,0.7334467,0.15544042,0.3841191
0.44577584,0.3040033,0.5029166,0.49687183,0.23823094
0.48776644,0.9543816,0.39045486,0.8380084,0.20837772
0.16586271,0.2680996,0.22362548,0.3520913,0.1974006
0.85273814,0.43101692,0.9206057,0.4660945,0.31627443
0.73894083,0.20959291,0.77334553,0.20680436,0.31629747
0.48613444,0.1252059,0.37864083,0.17382437,0.3434919
0.5624266,0.48399425,0.47331715,0.40138474,0.5731817
0.773388,0.24939373,0.7319963,0.35679418,0.2436955
0.55749875,0.14798975,0.5750502,0.048309892,0.39415684
0.1522224,0.22120765,0.19004413,0.21025047,0.5221981
0.57727444,0.20011607,0.64776456,0.106250644,0.48962986
0.40664592,0.57711536,0.581775,0.5156396,0.84119
0.7178705,0.0981819,0.5857838,0.23107508,0.13425744
0.5814892,0.15725756,0.52565026,0.1878328,0.46400586
0.4392639,0.58650047,0.38629425,0.48754132,0.5484014
0.6420283,0.09349027,0.5157119,0.13801089,0.2297339
0.822917,0.3299775,0.6302837,0.4272543,0.17873272
0.11114332,0.42332834,0.0752632,0.55453444,0.3317017
0.3921759,0.6168429,0.33693576,0.5133503,0.71043307
0.41891366,0.30526894,0.48041633,0.42867324,0.28560996
0.82145584,0.40541324,0.81270933,0.45715827,0.27982497
0.15015265,0.39076048,0.18933982,0.4499721,0.40587014
0.10281271,0.31096053,0.14345896,0.30999386,0.34750366
0.53289664,0.5056751,0.5258562,0.49871132,0.5449929
0.39044645,0.80353314,0.41071647,0.74097097,0.37855923
0.39097738,0.16806379,0.37731552,0.09885162,0.46027574
0.64167553,0.10977197,0.5558861,0.19032714,0.27194315
0.5440378,0.23826239,0.6358241,0.1369459,0.6213464
0.7861983,0.42837486,0.7254972,0.4782142,0.2698465
0.7579553,0.27995417,0.7891084,0.27755636,0.3674022
0.8299657,0.5642401,0.84041524,0.51775503,0.6058677
0.6855762,0.74691063,0.6455827,0.66799885,0.20800003
0.820908,0.3498001,0.83428407,0.35125434,0.4472936
0.74674755,0.37633428,0.7184081,0.4319015,0.089817464
0.2762984,0.20163193,0.42601544,0.55432916,0.1451501
0.5942907,0.23603997,0.57170093,0.14244074,0.50752485
0.66614765,0.24529877,0.5687647,0.32731664,0.27443653
0.69510484,0.27605808,0.66266584,0.33210543,0.11154616
0.55729187,0.51902026,0.57779896,0.5253936,0.5876929
0.5033833,0.2358143,0.53091675,0.27586085,0.30476657
0.2420128,0.72317606,0.28159386,0.6900388,0.72672963
0.36850336,0.5386128,0.30548018,0.48998725,0.88143873
0.43345124,0.41079986,0.45256272,0.44248506,0.75885713
0.7763357,0.49177203,0.80969375,0.36186832,0.5119745
0.74778104,0.20246327,0.75799304,0.16351685,0.2918708
0.6688022,0.6072159,0.6632359,0.6038067,0.29719326
0.6072794,0.2557712,0.5718312,0.22136214,0.4646059
0.7294347,0.56559217,0.7195742,0.4957472,0.74820733
0.5507923,0.8734944,0.5380652,0.7603899,0.28019047
0.047964007,0.37218878,0.03836876,0.3709367,0.37060484
0.66770715,0.67510957,0.62690336,0.63674843,0.53995794
0.5179822,0.8415368,0.4592864,0.76575255,0.16661024
0.047749937,0.34314758,0.023109764,0.3960818,0.3087546
0.48397663,0.7115996,0.5028882,0.65922284,0.9483321
0.11943349,0.7830983,0.29369467,0.7443111,0.23060974
0.83436847,0.75436276,0.77455986,0.72903,0.33450475
0.16950044,0.39955086,0.17281091,0.47016117,0.32680637
0.67036533,0.18624902,0.7073678,0.18192011,0.43105298
0.27773535,0.36832184,0.33691278,0.47891423,0.20173788
0.69971937,0.5478667,0.71700984,0.42282552,0.6670864
0.83793986,0.39909753,0.8307972,0.4061009,0.35946685
0.35008568,0.13002428,0.19915727,0.24564329,0.37056231
0.33457834,0.47520992,0.22805214,0.33996466,0.6541257
0.43409345,0.5304914,0.26328406,0.294298,0.4169905
0.558133,0.18449703,0.61076987,0.01963985,0.44983342
0.4556587,0.20097822,0.45649144,0.23447198,0.4173855
0.7686044,0.4953717,0.8238945,0.34154886,0.53678924
0.08455998,0.3554067,0.11392707,0.348678,0.36969018
0.47508365,0.47504276,0.46884847,0.3543232,0.46652955
0.72486246,0.27665907,0.6896773,0.34502918,0.36426485
0.2650959,0.707687,0.2541379,0.6852359,0.7951259
0.5989412,0.3799913,0.6342625,0.3287809,0.5317563
0.77450144,0.4112995,0.65724057,0.44659165,0.23686206
0.51780283,0.38786307,0.45351872,0.29455036,0.608639
0.39536363,0.2675215,0.34471726,0.19403717,0.3676654
0.8068974,0.7587421,0.7863121,0.80713606,0.46788278
0.29018882,0.24389789,0.34679094,0.3121475,0.15395233
0.4494203,0.49485227,0.31082755,0.3639659,0.6081731
0.116185844,0.3423488,0.16558343,0.25182498,0.44942576
0.25509176,0.8978367,0.3939911,0.797338,0.86016846
0.12368357,0.28891927,0.18806773,0.2873934,0.30022037
0.6423641,0.31169093,0.6035506,0.28103045,0.43123335
0.5109345,0.89366716,0.44495758,0.768152,0.32937545
0.49088994,0.17011437,0.46813893,0.25274616,0.27201718
0.8729256,0.32893646,0.8913474,0.32634884,0.31332427
0.65025556,0.7312745,0.56356096,0.71038085,0.34125984
0.9522786,0.6297423,0.9965128,0.70078427,0.46889687
0.6065326,0.31757945,0.58765864,0.33541662,0.33091968
0.093052834,0.36499017,0.110327035,0.38329723,0.34226716
0.65949774,0.6686548,0.64804524,0.63072604,0.58706623
0.22430244,0.72757995,0.2365683,0.7048553,0.7537499
0.14315876,0.8257121,0.1388067,0.345715,0.71677077
0.4766113,0.5246043,0.42376685,0.3755744,0.56263036
0.28756502,0.33643264,0.3016113,0.5382446,0.12818521
0.7294477,0.4907514,0.7554271,0.29092953,0.6036415
0.1607767,0.74951243,0.16770864,0.7423013,0.4673778
0.318116,0.20908129,0.38975674,0.3703034,0.188923
0.45883423,0.30040407,0.50191975,0.52862257,0.19579148
0.22329426,0.22028664,0.353404,0.45892015,0.13623738
0.38701004,0.115207136,0.29734606,0.22997028,0.3079393
0.8724523,0.5459727,0.9781362,0.5384328,0.58312625
0.31029516,0.80622196,0.47974354,0.4355833,0.9510217
0.22697437,0.4030878,0.27063972,0.51915455,0.29840007
0.07237953,0.58014596,0.07604933,0.5378099,0.4546662
0.74329126,0.50626427,0.8208826,0.30833405,0.6060045
0.45761758,0.081701994,0.33846003,0.19066408,0.22407724
0.43303478,0.20821857,0.4219861,0.275864,0.336436
0.40662897,0.22364464,0.37681252,0.29700708,0.37268198
0.2846834,0.28225595,0.2888572,0.2478086,0.5308532
0.40925568,0.4711231,0.44337577,0.5269889,0.37170175
0.8698265,0.47200465,0.7970506,0.49988082,0.40638152
0.76245725,0.2736452,0.79710114,0.26550645,0.33482808
0.75310165,0.24709862,0.7725154,0.32353628,0.32445008
0.59164524,0.4608975,0.5719006,0.30643687,0.594796
0.77773,0.58963656,0.8097182,0.51734173,0.68179804
0.13852674,0.648,0.11183277,0.64483845,0.5868982
0.82661635,0.49546856,0.8546262,0.42314565,0.5071664
0.6378306,0.41804165,0.63708663,0.45594752,0.47375715
0.71598697,0.21849799,0.7038122,0.2528716,0.35304457
0.6223997,0.21690106,0.6527523,0.13910341,0.4300638
0.5237611,0.9756651,0.43028903,0.88831747,0.26836202
0.2760657,0.82314914,0.35838392,0.72928125,0.54810166
0.10602668,0.7798854,0.27375436,0.7762643,0.26630688
0.6104191,0.45267943,0.54183704,0.5866552,0.07010266
0.5308652,0.10352361,0.42378893,0.10819185,0.31695908
0.18950766,0.7254555,0.16838819,0.725705,0.68229216
0.51628447,0.3324756,0.47765684,0.18408236,0.773435
0.8968394,0.26088193,0.8499905,0.1861484,0.19227666
0.84488726,0.11611143,0.6484022,0.17511272,0.03979388
0.62647164,0.19037428,0.6209706,0.21437567,0.41487846
0.16391289,0.63199073,0.1884959,0.5856462,0.49110267
0.67768854,0.29275453,0.6241556,0.39192522,0.09532279
0.6742052,0.28100348,0.6154634,0.34465253,0.05937177
0.6641433,0.39385003,0.6960162,0.45482355,0.45271978
0.6729064,0.5342668,0.6530024,0.44412768,0.67134243
0.31803584,0.40537402,0.25926268,0.3336761,0.49332902
0.8827201,0.32846248,0.85651267,0.45230776,0.2554438
0.41493466,0.23919699,0.4019071,0.34457722,0.40151072
0.4953267,0.10078341,0.40022662,0.12351033,0.23503149
0.8235326,0.64157766,0.8165916,0.5788056,0.51547384
0.38541675,0.6735301,0.41737792,0.62294376,0.6896821
0.18502527,0.36498973,0.17798293,0.45669693,0.20770332
0.3035643,0.56124324,0.260331,0.5502906,0.5993869
0.6920619,0.22884902,0.6238333,0.29368922,0.31706297
0.5336255,0.13306907,0.445868,0.13791901,0.3793734
0.27263343,0.6303042,0.35087407,0.5883479,0.5877027
0.18614328,0.27428746,0.1937888,0.39860395,0.16489449
0.68588185,0.8925524,0.56843746,0.80288994,0.5380204
0.7252924,0.20922244,0.75112164,0.22900245,0.340092
0.22960207,0.7138529,0.20969057,0.68544126,0.7040405
0.51738733,0.9385747,0.55136365,0.9640367,0.4312535
0.7629874,0.67297155,0.7227343,0.6045883,0.45794293
0.2731674,0.8482234,0.38481992,0.80339277,0.57843804
0.33222815,0.5988926,0.4834306,0.6023717,0.45092446
0.18999109,0.7161447,0.1822257,0.7084475,0.6485464
0.5957498,0.43165368,0.59436053,0.409939,0.48352978
0.72126514,0.32420442,0.7631235,0.16520977,0.474672
0.2166059,0.4887486,0.27361304,0.6690199,0.2598772
0.21303436,0.32704914,0.29649976,0.43336886,0.22248952
0.495043,0.8425061,0.39692447,0.7289158,0.20834371
0.30055076,0.8634671,0.4224395,0.6301218,0.523281
0.30774236,0.28297728,0.35128766,0.4048389,0.412282
0.8015082,0.641237,0.75382984,0.5887442,0.5295856
0.66041887,0.103859276,0.5831798,0.18164155,0.25129017
0.8319376,0.52610016,0.833846,0.46348768,0.44738707
0.625903,0.1192123,0.7238383,0.078412,0.4469963
0.8111365,0.24466705,0.82674074,0.29549417,0.28744507
0.53470606,0.71079177,0.6728692,0.6779473,0.8608421
0.11388114,0.43907064,0.09491792,0.54087985,0.37062395
0.07135472,0.44960052,0.09905836,0.45691022,0.45449698
