img,sky,building,vegetation
21773,0.339,0.067,0.234
21774,0.34,0.141,0.186
21775,0.001,0.077,0.584
21776,0.158,0.499,0.007
21777,0.549,0.048,0.131
21778,0.272,0.359,0.019
21779,0.269,0.367,0.036
21780,0.359,0.13,0.137
21781,0.308,0.364,0.009
21782,0.216,0.353,0.047
21783,0.471,0.173,0.006
21784,0.09,0.005,0.548
21785,0.339,0.252,0.025
21786,0.354,0.012,0.307
21787,0.076,0.065,0.44725
21788,0.297,0.107,0.243
21789,0.414,0.004,0.241
21790,0.485,0.158,0.001
21791,0.335,0,0.395
21792,0.373,0.153,0.105
21793,0.416,0.045,0.203
21794,0.545,0.048,0.018
21795,0.374,0.093,0.157
21796,0.392,0.014,0.168
21797,0.428,0.066,0.138
21798,0.118,0.178,0.358
21799,0.534,0.003,0.093
21800,0.01075,0.0325,0.51975
21801,0.069,0.15625,0.2045
21802,0.557,0.069,0.008
21803,0.02,0.44675,0.06
21804,0.264,0.367,0.063
21805,0.505,0.178,0.012
21806,0,0,0.4615
21807,0.145,0.002,0.557
21808,0.314,0.068,0.24
21809,0.435,0.137,0.05
21810,0.292,0.331,0.033
21811,0,0.042,0
21812,0.325,0.282,0.044
21813,0.205,0.123,0.294
21814,0.487,0.13,0.079
21815,0.368,0,0.431
21816,0.392,0.066,0.163
21817,0.242,0.426,0.045
21818,0.118,0.208,0.331
21819,0.481,0.04,0.124
21820,0,0.185,0
21821,0.266,0.055,0.345
21822,0.001,0.524,0.112
21823,0.311,0.203,0.137
21824,0.068,0.633,0
21825,0.368,0.13,0.117
21826,0.111,0.49,0.036
21827,0.263,0.04,0.38
21828,0.315,0.146,0.208
21829,0.04325,0.01225,0.48075
21830,0.193,0.005,0.519
21831,0.305,0.225,0.108
21832,0.43,0.008,0.169
21833,0.251,0.415,0.001
21834,0.385,0.145,0.12
21835,0.216,0.307,0.102
21836,0.0565,0.30075,0.07275
21837,0.156,0.001,0.448
21838,0.29,0.195,0.225
21839,0.374,0.093,0.092
21840,0.45,0.147,0.022
21841,0.222,0.437,0.012
21842,0.512,0.085,0.092
21843,0.114,0.082,0.447
21844,0.46,0.103,0.055
21845,0.23,0.409,0.014
21846,0.394,0.292,0.004
21847,0.44,0.025,0.159
21848,0.138,0.00175,0.38075
21849,0.219,0.457,0.001
21850,0.318,0.105,0.081
21851,0.4305,0.2235,0.08575
21852,0.245,0.09975,0.16
21853,0.451,0.146,0.004
21854,0.356,0.115,0.191
21855,0.397,0.167,0.069
21856,0.397,0.167,0.066
21857,0.31,0.227,0.088
21858,0.202,0.423,0
21859,0.223,0,0.415
21860,0.277,0.306,0.114
21861,0.361,0.27,0.016
21862,0.371,0.044,0.169
21863,0,0.206,0
21864,0.476,0.053,0.097
21865,0.22,0.384,0.06
21866,0.236,0,0.515
21867,0.418,0.082,0.14
21868,0.322,0.193,0.112
21869,0.194,0.055,0.384
21870,0.306,0.267,0.055
21871,0.469,0.037,0.123
21872,0.363,0.142,0.173
21873,0.08025,0.19,0.26475
21874,0.251,0.249,0.188
21875,0.327,0.083,0.214
21876,0.192,0.314,0.136
21877,0,0.254,0
21878,0.391,0.028,0.195
21879,0.112,0.118,0.248
21880,0.396,0.134,0.125
21881,0.419,0.019,0.208
21882,0.0865,0.411,0.0895
21883,0.174,0.424,0.085
21884,0.366,0.201,0.054
21885,0.351,0.248,0.024
21886,0.424,0.159,0.125
21887,0.218,0.045,0.306
21888,0.02025,0.46875,0.0865
21889,0.329,0.24,0.031
21890,0.202,0.007,0.635
21891,0.297,0.337,0
21892,0.379,0.126,0.087
21893,0.335,0.019,0.33
21894,0.218,0.1,0.374
21895,0.37,0.147,0.096
21896,0.056,0,0.666
21897,0.294,0.341,0.019
21898,0.392,0.21,0.077
21899,0,0.516,0
21900,0.241,0.034,0.283
21901,0.311,0,0.336
21902,0.557,0.07,0.011
21903,0.465,0.138,0.043
21904,0.058,0.171,0.449
21905,0.225,0.001,0.419
21906,0.175,0.514,0.006
21907,0.183,0.003,0.504
21908,0.254,0.246,0.147
21909,0.47,0.057,0.103
21910,0.10225,0.377,0.07125
21911,0.003,0,0.709
21912,0.13525,0.27525,0.2245
21913,0.297,0.103,0.259
21914,0.277,0.402,0
21915,0.366,0.021,0.3
21916,0.111,0.086,0.403
21917,0.241,0.326,0.077
21918,0.053,0.574,0.003
21919,0.004,0.634,0
21920,0.491,0.179,0.003
21921,0.331,0.001,0.36
21922,0.218,0.187,0.243
21923,0.217,0.107,0.397
21924,0.27,0.009,0.402
21925,0.43,0.175,0.068
21926,0.394,0.214,0.041
21927,0.516,0.043,0.069
21928,0.379,0.013,0.262
21929,0.123,0.407,0.153
21930,0.251,0.038,0.345
21931,0.169,0.482,0
21932,0.285,0.02,0.323
21933,0.418,0.015,0.217
21934,0.425,0.095,0.111
21935,0.333,0.084,0.19
21936,0,0.07,0.556
21937,0.447,0.094,0.096
21938,0.2,0.428,0.007
21939,0.115,0,0.64
21940,0.1595,0.3115,0.03025
21941,0.172,0.501,0.002
21942,0.201,0.391,0.028
21943,0.541,0.063,0.021
21944,0.283,0.217,0.188
21945,0.127,0.5,0
21946,0.465,0.086,0.056
21947,0.553,0.034,0.039
21948,0.276,0.268,0.115
21949,0.564,0.022,0.091
21950,0,0.0735,0.00025
21951,0.001,0.312,0
21952,0.41,0.01,0.193
21953,0.449,0.163,0.069
21954,0.436,0,0.245
21955,0.216,0.0035,0.2865
21956,0.344,0.129,0.17
21957,0.05,0.649,0
21958,0.255,0.008,0.526
21959,0.529,0.107,0.014
21960,0.502,0.08,0.03
21961,0.446,0.115,0.053
21962,0.007,0.165,0.507
21963,0.305,0.184,0.217
21964,0.515,0.028,0.026
21965,0.184,0.472,0
21966,0.192,0.439,0.007
21967,0.091,0.041,0.631
21968,0.501,0.096,0.011
21969,0.208,0.023,0.429
21970,0.1,0.016,0.553
21971,0.377,0.191,0.096
21972,0.246,0.268,0.17
21973,0.286,0.062,0.302
21974,0.562,0.027,0.087
21975,0.283,0.323,0.037
21976,0.207,0,0.497
21977,0.421,0.045,0.177
21978,0.285,0.419,0.015
21979,0.508,0.005,0.086
21980,0.412,0.18,0.043
21981,0.261,0.392,0
21982,0.245,0.338,0.082
21983,0.166,0.477,0.022
21984,0.349,0.069,0.22
21985,0.514,0.038,0.079
21986,0.221,0.371,0.018
21987,0.385,0.352,0
21988,0.306,0.001,0.197
21989,0.12,0.208,0.314
21990,0.00525,0.523,0.00425
21991,0.248,0.419,0.014
21992,0.228,0.178,0.263
21993,0,0.5,0
21994,0.373,0.109,0.157
21995,0.221,0.221,0.0255
21996,0.404,0.017,0.217
21997,0.282,0.193,0.123
21998,0.254,0.397,0.005
21999,0.324,0.167,0.144
22000,0.373,0.07,0.143
22001,0.139,0.043,0.453
22002,0.43,0.01,0.239
22003,0.384,0.148,0.101
22004,0.423,0.017,0.201
22005,0,0.71525,0.00425
22006,0,0.92675,0
22007,0.473,0.027,0.134
22008,0.333,0.274,0.034
22009,0.206,0.489,0.004
22010,0.332,0.21,0.09
22011,0.078,0.051,0.619
22012,0.274,0.026,0.394
22013,0.495,0.113,0.029
22014,0.287,0.178,0.169
22015,0.205,0.442,0.002
22016,0.422,0.104,0.112
22017,0.0455,0,0.722
22018,0.208,0.42,0.028
22019,0.168,0.007,0.545
22020,0.255,0.256,0.13
22021,0.099,0.543,0
22022,0.297,0.317,0.036
22023,0.247,0.383,0.047
22024,0.145,0.144,0.323
22025,0.1255,0.01275,0.38975
22026,0.537,0.065,0.012
22027,0.41,0.162,0.06
22028,0.368,0.09,0.184
22029,0.474,0.001,0.181
22030,0.442,0.005,0.354
22031,0.1625,0.131,0.12075
22032,0.373,0.144,0.126
22033,0,0.332,0.23625
22034,0.365,0.179,0.077
22035,0,0.197,0.001
22036,0.495,0.156,0
22037,0,0.129,0
22038,0.31,0.034,0.304
22039,0.191,0,0.514
22040,0.064,0.12575,0.31625
22041,0.483,0.164,0.001
22042,0.508,0.118,0.006
22043,0.202,0.475,0.001
22044,0.356,0.243,0.068
22045,0.291,0.329,0.052
22046,0.518,0.005,0.107
22047,0.462,0.007,0.242
22048,0.522,0.096,0.022
22049,0,0.6885,0.02525
22050,0.1345,0.153,0.31125
22051,0.044,0.002,0.6
22052,0.072,0.068,0.478
22053,0.106,0.021,0.502
22054,0.401,0.223,0.018
22055,0.379,0.001,0.169
22056,0.264,0.273,0.109
22057,0.541,0.031,0.04
22058,0.232,0.442,0.003
22059,0.11025,0.01125,0.17525
22060,0.284,0.141,0.222
22061,0.428,0.168,0.11
22062,0.339,0.008,0.246
22063,0.292,0.349,0.015
22064,0.391,0.201,0.033
22065,0.168,0,0.559
22066,0.435,0.124,0.108
22067,0.46,0.172,0.013
22068,0.377,0.016,0.285
22069,0.282,0.027,0.4
22070,0.337,0.068,0.213
22071,0.311,0.004,0.328
22072,0.426,0.179,0.026
22073,0.145,0.403,0.132
22074,0.178,0.293,0.209
22075,0.243,0.179,0.188
22076,0.366,0.058,0.227
22077,0.203,0.135,0.371
22078,0.417,0.217,0.021
22079,0.378,0.023,0.143
22080,0.387,0.219,0.013
22081,0.552,0.062,0.025
22082,0.276,0.33,0.049
22083,0.165,0.157,0.346
22084,0.326,0.154,0.209
22085,0.368,0.185,0.128
22086,0.236,0.447,0.02
22087,0.002,0.1805,0.29725
22088,0.05575,0.01225,0.743
22089,0.001,0.622,0.015
22090,0.255,0.097,0.238
22091,0.304,0.203,0.205
22092,0.423,0.156,0.046
22093,0.478,0.004,0.224
22094,0.379,0.001,0.274
22095,0.354,0.011,0.285
22096,0.516,0.019,0.101
22097,0.355,0.219,0.004
22098,0.439,0.006,0.213
22099,0.262,0.184,0.232
22100,0.288,0.116,0.228
22101,0.425,0.202,0.057
22102,0.544,0.067,0.034
22103,0.37,0.168,0.135
22104,0.309,0.373,0.022
22105,0.035,0.554,0.067
22106,0.474,0.011,0.199
22107,0.493,0.012,0.059
22108,0.422,0.183,0.009
22109,0.533,0.041,0.022
22110,0.394,0,0.214
22111,0.393,0.036,0.317
22112,0.528,0.103,0.002
22113,0.495,0.002,0.148
22114,0.248,0.171,0.254
22115,0.185,0.175,0.294
22116,0.416,0.209,0.005
22117,0.091,0.098,0.456
22118,0.346,0.175,0.081
22119,0.293,0.301,0.045
22120,0.121,0.051,0.482
22121,0.203,0.424,0
22122,0.23075,0.2815,0.0095
22123,0.386,0.122,0.124
22124,0.365,0.083,0.185
22125,0.472,0.065,0.112
22126,0.507,0.004,0.118
22127,0.319,0.065,0.254
22128,0.231,0.045,0.359
22129,0.118,0.008,0.479
22130,0.304,0.2,0.147
22131,0.192,0.486,0
22132,0.357,0.002,0.316
22133,0.236,0.337,0.084
22134,0.428,0,0.236
22135,0.343,0.008,0.357
22136,0,0.763,0
22137,0.464,0.079,0.107
22138,0.103,0,0.63
22139,0.534,0.048,0.063
22140,0.463,0.011,0.183
22141,0.004,0.636,0.013
22142,0.313,0.127,0.27
22143,0.163,0.119,0.453
22144,0.231,0.354,0.079
22145,0.0555,0.07925,0.2965
22146,0.121,0.422,0.088
22147,0.372,0.031,0.17
22148,0.431,0.067,0.194
22149,0,0.487,0.004
22150,0.407,0.149,0.09
22151,0.214,0.464,0.074
22152,0.285,0.015,0.372
22153,0.4,0.034,0.202
22154,0.114,0.001,0.676
22155,0.159,0.529,0.001
22156,0.381,0.182,0.092
22157,0.333,0.246,0.11
22158,0.425,0.045,0.138
22159,0.292,0.002,0.339
22160,0.399,0.206,0.005
22161,0.439,0.041,0.134
22162,0.543,0.097,0.002
22163,0.411,0.172,0.069
22164,0.248,0.459,0.012
22165,0.464,0.01,0.16
22166,0.327,0.032,0.317
22167,0.467,0.036,0.153
22168,0.122,0.563,0
22169,0.58,0.028,0.011
22170,0.301,0.307,0.073
22171,0.304,0.126,0.183
22172,0.348,0.04,0.263
22173,0.451,0.014,0.178
22174,0.308,0,0.351
22175,0.305,0.28,0.035
22176,0.34,0.153,0.146
22177,0.366,0.046,0.238
22178,0.277,0.217,0.15
22179,0.348,0.086,0.248
22180,0.004,0.624,0
22181,0.463,0.083,0.098
22182,0.402,0.251,0.032
22183,0.505,0.099,0.066
22184,0.409,0.146,0.023
22185,0.293,0.33,0.021
22186,0.434,0.139,0.102
22187,0.372,0.083,0.179
22188,0.477,0.082,0.032
22189,0.309,0.01,0.31
22190,0.486,0.076,0.083
22191,0.484,0,0.139
22192,0.192,0.505,0
22193,0.503,0.129,0.012
22194,0.231,0.432,0.012
22195,0.173,0.309,0.098
22196,0.201,0.236,0.263
22197,0.04275,0,0.5505
22198,0.442,0.058,0.137
22199,0.358,0.001,0.395
22200,0.508,0.005,0.077
22201,0.25,0.006,0.406
22202,0.465,0.182,0
22203,0.324,0.236,0.068
22204,0.546,0.062,0.028
22205,0.17675,0.00225,0.37625
22206,0.422,0.156,0.059
22207,0.394,0.155,0.051
22208,0.001,0.572,0.001
22209,0.202,0.48,0.004
22210,0.433,0.051,0.176
22211,0.504,0.019,0.081
22212,0.348,0.275,0.029
22213,0.381,0.153,0.12
22214,0.536,0.032,0.055
22215,0.344,0.29,0.034
22216,0.006,0.158,0.481
22217,0.22,0,0.446
22218,0.392,0.001,0.254
22219,0.374,0.082,0.205
22220,0.475,0.032,0.183
22221,0.361,0.283,0.02
22222,0.004,0.708,0.014
22223,0.134,0.028,0.525
22224,0.427,0.052,0.155
22225,0.062,0.003,0.545
22226,0.337,0.226,0.097
22227,0.465,0.091,0.067
22228,0.291,0.066,0.357
22229,0.305,0,0.315
22230,0.35,0.198,0.11
22231,0.413,0.015,0.23
22232,0.386,0.132,0.135
22233,0.285,0.355,0.014
22234,0.213,0.313,0.143
22235,0,0.398,0
22236,0.421,0.004,0.221
22237,0,0.202,0
22238,0.577,0.018,0.007
22239,0.515,0.062,0.07
22240,0.244,0.345,0.131
22241,0.362,0.324,0.006
22242,0.188,0.495,0.011
22243,0.443,0.044,0.152
22244,0.0245,0.3895,0.0945
22245,0.532,0.054,0.058
22246,0.02975,0.38525,0.077
22247,0.385,0.139,0.112
22248,0.357,0.319,0.015
22249,0.49225,0.02225,0.393
22250,0.182,0.059,0.535
22251,0.26,0.016,0.373
22252,0.289,0.384,0.007
22253,0.391,0,0.238
22254,0.53,0.027,0.053
22255,0.329,0.002,0.341
22256,0.29,0.079,0.289
22257,0.354,0.148,0.124
22258,0.026,0.109,0.382
22259,0.379,0.065,0.209
22260,0.356,0.178,0.127
22261,0.356,0.166,0.145
22262,0.04,0.249,0.005
22263,0.293,0.011,0.432
22264,0.311,0.209,0.093
22265,0.282,0.302,0.069
22266,0.301,0.204,0.138
22267,0.454,0.047,0.093
22268,0.147,0.54,0.001
22269,0.388,0.15,0.101
22270,0.455,0.109,0.045
22271,0.424,0,0.158
22272,0.407,0.107,0.116
22273,0.313,0.312,0.053
22274,0.225,0.00425,0.2625
22275,0.018,0.582,0.026
22276,0.097,0.326,0
22277,0.261,0.366,0.021
22278,0.408,0.01,0.242
22279,0.35,0.139,0.213
22280,0.261,0.037,0.366
22281,0.45,0.009,0.189
22282,0.371,0.284,0
22283,0.009,0.399,0.261
22284,0,0.217,0
22285,0.282,0.4,0.005
22286,0.187,0.04,0.42
22287,0.349,0.179,0.103
22288,0.248,0.142,0.396
22289,0.436,0.257,0.002
22290,0.301,0.347,0.001
22291,0.363,0.271,0.008
22292,0.07375,0.03675,0.3645
22293,0.049,0.25575,0.253
22294,0.415,0.13,0.089
22295,0.386,0.029,0.228
22296,0.351,0.195,0.076
22297,0.273,0.091,0.277
22298,0.351,0.037,0.209
22299,0.561,0.071,0.01
22300,0.222,0.367,0.015
22301,0.379,0.142,0.126
22302,0.355,0.24,0.043
22303,0,0.379,0.333
22304,0.516,0.038,0.103
22305,0.468,0.021,0.136
22306,0,0.9645,0
22307,0.388,0.056,0.216
22308,0.356,0.083,0.201
22309,0.318,0.291,0.057
22310,0.345,0.11,0.186
22311,0.296,0.408,0
22312,0.307,0.304,0.005
22313,0.325,0.284,0.035
22314,0.535,0.053,0.028
22315,0.125,0.004,0.637
22316,0.434,0.104,0.101
22317,0.424,0.014,0.223
22318,0.455,0.014,0.147
22319,0.325,0.324,0.003
22320,0.252,0.202,0.214
22321,0.226,0.421,0.053
22322,0.427,0.001,0.273
22323,0.335,0.242,0.053
22324,0.374,0.164,0.099
22325,0.374,0.164,0.099
22326,0.257,0.002,0.273
22327,0.27,0.093,0.305
22328,0.069,0.47,0.091
22329,0.341,0.235,0.044
22330,0.344,0.001,0.359
22331,0.366,0.113,0.238
22332,0,0.64,0
22333,0.431,0.004,0.2
22334,0.323,0.349,0.048
22335,0.424,0.252,0.012
22336,0.326,0.266,0.043
22337,0,0.299,0
22338,0.382,0.305,0.007
22339,0.445,0.16,0.024
22340,0.107,0.183,0.37
22341,0.287,0.166,0.065
22342,0.417,0.117,0.043
22343,0.069,0.064,0.62
22344,0.438,0.074,0.14
22345,0.491,0.222,0.005
22346,0.257,0.132,0.249
22347,0.066,0.04,0.567
22348,0.035,0.525,0.006
22349,0.329,0.048,0.37
22350,0.255,0.293,0.108
22351,0.33,0.131,0.223
22352,0.318,0.21,0.12
22353,0,0.224,0
22354,0.296,0.355,0.001
22355,0.239,0,0.424
22356,0.405,0.244,0.001
22357,0.357,0.115,0.165
22358,0.3,0.367,0.006
22359,0.504,0.024,0.104
22360,0.556,0.027,0.001
22361,0.391,0.286,0.005
22362,0.23,0.061,0.384
22363,0,0.745,0
22364,0.021,0.621,0
22365,0.39,0.102,0.142
22366,0.288,0.002,0.442
22367,0,0.3075,0.54275
22368,0.431,0.095,0.086
22369,0.303,0.002,0.384
22370,0.346,0.262,0.05
22371,0.234,0.423,0.003
22372,0.10825,0.0025,0.5585
22373,0,0.674,0.01
22374,0.386,0.025,0.304
22375,0.167,0,0.545
22376,0.554,0.001,0.052
22377,0.439,0.024,0.149
22378,0.426,0.065,0.088
22379,0.196,0.191,0.243
22380,0.311,0.034,0.211
22381,0.252,0.412,0.027
22382,0,0.82,0
22383,0.496,0.016,0.085
22384,0.402,0.046,0.207
22385,0.404,0.107,0.2
22386,0.517,0.068,0.006
22387,0.081,0.001,0.798
22388,0.409,0.161,0.085
22389,0.309,0.312,0.024
22390,0.154,0.013,0.515
22391,0.497,0.061,0.064
22392,0.5,0.018,0.107
22393,0.498,0.101,0.014
22394,0.36,0.151,0.066
22395,0.277,0.258,0.078
22396,0.373,0.247,0.038
22397,0.284,0.351,0.02
22398,0.259,0.389,0.004
22399,0.01125,0.40025,0.12775
22400,0.288,0.317,0.102
22401,0.412,0.057,0.198
22402,0.418,0.077,0.12
22403,0.424,0.047,0.147
22404,0.363,0.06,0.235
22405,0.348,0.304,0.014
22406,0.42,0.22,0.001
22407,0.446,0.116,0.076
22408,0.215,0,0.43475
22409,0.161,0.004,0.54
22410,0.395,0.008,0.211
22411,0.407,0.208,0.012
22412,0.179,0.466,0
22413,0.299,0.133,0.191
22414,0.269,0.402,0
22415,0.581,0.024,0.041
22416,0.267,0.315,0.084
22417,0.399,0.109,0.146
22418,0.47,0.11,0.046
22419,0.212,0.116,0.267
22420,0.556,0.015,0.058
22421,0.176,0,0.613
22422,0.443,0.17,0.021
22423,0.526,0.004,0.209
22424,0.546,0.01,0.067
22425,0.313,0.094,0.268
22426,0.36,0.149,0.131
22427,0.312,0.298,0.042
22428,0.454,0,0.211
22429,0.475,0.002,0.158
22430,0.476,0.102,0.032
22431,0.343,0.158,0.14
22432,0.371,0.048,0.215
22433,0.424,0.105,0.1
22434,0.396,0.117,0.165
22435,0.527,0.023,0.065
22436,0.591,0.004,0.044
22437,0.413,0.033,0.229
22438,0.276,0.19,0.112
22439,0.273,0.214,0.193
22440,0.228,0.434,0.014
22441,0.124,0.018,0.517
22442,0.544,0.051,0.056
22443,0.37,0.138,0.122
22444,0.251,0.432,0.004
22445,0.312,0.004,0.362
22446,0.009,0.00025,0.5185
22447,0.062,0.066,0.537
22448,0.34,0.258,0.064
22449,0.292,0.018,0.359
22450,0.42,0.004,0.212
22451,0.285,0.018,0.452
22452,0.391,0.273,0.001
22453,0.283,0.004,0.359
22454,0.363,0.305,0.09
22455,0.269,0.079,0.304
22456,0.478,0.059,0.072
22457,0.214,0.296,0.133
22458,0.519,0.037,0.117
22459,0.1,0.061,0.519
22460,0.28,0,0.471
22461,0.347,0.126,0.184
22462,0.25675,0.1535,0.02975
22463,0.199,0.165,0.219
22464,0.403,0.127,0.077
22465,0.391,0.161,0.154
22466,0.241,0.351,0.068
22467,0.223,0.402,0.031
22468,0.336,0.009,0.354
22469,0.381,0.074,0.208
22470,0.496,0.026,0.162
22471,0.204,0.247,0.196
22472,0.348,0.155,0.147
22473,0.226,0.365,0.068
22474,0.392,0.166,0.104
22475,0.449,0.079,0.146
22476,0.026,0.03,0.651
22477,0.385,0.034,0.139
22478,0.206,0.179,0.268
22479,0.214,0.177,0.278
22480,0.477,0.042,0.147
22481,0.352,0.179,0.111
22482,0.123,0.001,0.729
22483,0.291,0.307,0.022
22484,0.433,0.002,0.207
22485,0.317,0.459,0
22486,0.259,0.437,0.007
22487,0.077,0.505,0.08
22488,0.21,0.196,0.234
22489,0.31,0.248,0.123
22490,0.236,0.221,0.198
22491,0.444,0.014,0.221
22492,0.407,0.175,0.055
22493,0.33,0.161,0.15
22494,0.347,0.212,0.089
22495,0.503,0.067,0.078
22496,0.112,0.173,0.331
22497,0.422,0.113,0.104
22498,0.1385,0,0.309
22499,0.359,0.003,0.263
22500,0.453,0.151,0.019
22501,0.435,0.041,0.104
22502,0.27525,0.1515,0.04925
22503,0.297,0.031,0.349
22504,0.322,0,0.379
22505,0.162,0.047,0.421
22506,0.472,0.101,0.041
22507,0.486,0.004,0.21
22508,0.127,0.545,0.008
22509,0.293,0.314,0.037
22510,0.389,0.008,0.241
22511,0.525,0.085,0.052
22512,0.444,0,0.183
22513,0.279,0.371,0
22514,0.354,0.321,0.023
22515,0.384,0.002,0.274
22516,0.435,0.286,0.001
22517,0.255,0.372,0.011
22518,0.12,0.495,0.019
22519,0.345,0.187,0.111
22520,0.0755,0.00475,0.349
22521,0.285,0.001,0.499
22522,0.027,0.582,0.01
22523,0.395,0,0.31
22524,0.432,0.108,0.128
22525,0.201,0.113,0.339
22526,0.154,0.2155,0.17425
22527,0.19,0.528,0.015
22528,0.281,0.38,0
22529,0.481,0.049,0.023
22530,0.14,0.514,0.007
22531,0.494,0.129,0.002
22532,0.222,0.151,0.273
22533,0.25,0.475,0.01
22534,0.174,0.529,0
22535,0.402,0.028,0.179
22536,0,0.706,0
22537,0.51,0.005,0.13
22538,0.484,0.05,0.09
22539,0.212,0.46,0.003
22540,0.472,0.022,0.126
22541,0.246,0.411,0.001
22542,0.46,0.172,0.029
22543,0.328,0.27,0.036
22544,0.519,0.107,0.03
22545,0.528,0.029,0.095
22546,0.496,0.033,0.123
22547,0.451,0.012,0.1
22548,0.36,0.303,0.001
22549,0.155,0.485,0
22550,0.148,0.154,0.342
22551,0.351,0.142,0.152
22552,0.376,0.052,0.209
22553,0.371,0.144,0.128
22554,0.357,0.007,0.336
22555,0.281,0.006,0.362
22556,0.423,0.141,0.093
22557,0.069,0.037,0.563
22558,0.387,0.031,0.189
22559,0.332,0.14,0.174
22560,0.266,0.277,0.11
22561,0.17,0.0005,0.45775
22562,0.316,0.164,0.208
22563,0.451,0.055,0.11
22564,0.255,0.175,0.18
22565,0.218,0.004,0.401
22566,0.342,0.083,0.199
22567,0.395,0.167,0.089
22568,0.479,0.029,0.128
22569,0.07,0,0.712
22570,0.325,0.038,0.302
22571,0.593,0.011,0.048
22572,0.217,0.097,0.335
22573,0,0.639,0
22574,0.231,0.473,0.026
22575,0,0.564,0
22576,0.486,0.002,0.166
22577,0.237,0.015,0.387
22578,0.361,0.249,0.021
22579,0.303,0.006,0.423
22580,0.243,0.419,0.001
22581,0.429,0.04,0.26
22582,0.197,0.373,0.113
22583,0.463,0.013,0.122
22584,0.401,0.167,0.068
22585,0.313,0.318,0.025
22586,0.348,0.335,0.003
22587,0.499,0.034,0.092
22588,0.383,0.117,0.122
22589,0.319,0.345,0.001
22590,0.281,0,0.398
22591,0.52925,0.04525,0.23275
22592,0.186,0.491,0.03
22593,0.434,0.108,0.075
22594,0.535,0.038,0.064
22595,0.055,0.206,0.37
22596,0.21,0.094,0.163
22597,0.416,0.194,0.035
22598,0.358,0.273,0.004
22599,0.263,0.35,0
22600,0.082,0.29725,0.14925
22601,0.267,0.395,0.002
22602,0.476,0.012,0.167
22603,0.114,0.012,0.506
22604,0.351,0.114,0.19
22605,0.331,0.194,0.135
22606,0.12425,0.08475,0.2455
22607,0.06325,0.021,0.5905
22608,0,0.689,0.025
22609,0.197,0.472,0
22610,0.456,0.065,0.112
22611,0.156,0.041,0.507
22612,0.103,0.33425,0.048
22613,0.218,0.023,0.394
22614,0.418,0.005,0.241
22615,0.461,0.049,0.061
22616,0.322,0,0.229
22617,0.262,0.238,0.137
22618,0.376,0.259,0.068
22619,0.364,0.199,0.073
22620,0.412,0.154,0.061
22621,0.357,0.012,0.273
22622,0.245,0.006,0.498
22623,0.387,0.012,0.284
22624,0.159,0.378,0.105
22625,0.468,0,0.274
22626,0.18525,0.0065,0.52575
22627,0.33,0.345,0.086
22628,0,0.643,0.022
22629,0.42,0.194,0.023
22630,0.299,0.213,0.155
22631,0.283,0.016,0.366
22632,0.384,0.176,0.117
22633,0.359,0.269,0.008
22634,0.008,0.551,0.117
22635,0.218,0.3,0.143
22636,0.474,0.035,0.154
22637,0.282,0.209,0.164
22638,0.542,0.04,0.035
22639,0.548,0.001,0.075
22640,0.354,0.173,0.107
22641,0.289,0.012,0.369
22642,0.331,0.1,0.252
22643,0.477,0.152,0.003
22644,0.363,0.229,0.035
22645,0.034,0.15425,0.35475
22646,0.403,0.173,0.045
22647,0.175,0.269,0.215
22648,0.4,0,0.262
22649,0.188,0.499,0.001
22650,0.188,0.017,0.545
22651,0.26,0.147,0.196
22652,0.207,0.47,0
22653,0.479,0.006,0.246
22654,0.18,0.02,0.475
22655,0.133,0.002,0.555
22656,0.067,0.002,0.638
22657,0.22725,0.039,0.06775
22658,0.379,0.217,0.024
22659,0.197,0.486,0.004
22660,0.19,0.459,0.045
22661,0.542,0.011,0.086
22662,0.336,0.301,0.028
22663,0.201,0.02,0.459
22664,0.291,0.078,0.263
22665,0.307,0.01,0.285
22666,0.018,0.587,0.019
22667,0.045,0.104,0.505
22668,0.402,0.138,0.095
22669,0.422,0.005,0.278
22670,0.282,0.332,0.093
22671,0.328,0.285,0.057
22672,0.457,0.082,0.107
22673,0.535,0.072,0.001
22674,0.058,0.622,0.021
22675,0.393,0.01,0.315
22676,0.356,0.112,0.182
22677,0.298,0.287,0.071
22678,0.376,0.161,0.07
22679,0.214,0.048,0.383
22680,0.372,0.044,0.311
22681,0.31,0.335,0.031
22682,0.166,0.52,0.027
22683,0.0445,0.0395,0.48375
22684,0.447,0.016,0.077
22685,0.404,0.017,0.251
22686,0.368,0.092,0.177
22687,0.301,0.242,0.122
22688,0.379,0.216,0.039
22689,0.002,0.629,0
22690,0.354,0.104,0.18
22691,0.303,0.377,0
22692,0.282,0.206,0.15
22693,0,0.4475,0.0285
22694,0.338,0.145,0.171
22695,0.365,0.216,0.067
22696,0.166,0.228,0.255
22697,0.498,0.037,0.144
22698,0.568,0.008,0.003
22699,0.404,0.131,0.109
22700,0.412,0.088,0.142
22701,0.374,0.154,0.108
22702,0.411,0.119,0.137
22703,0.309,0.199,0.155
22704,0.349,0.274,0.021
22705,0.262,0.401,0.031
22706,0.467,0.214,0.005
22707,0,0.651,0.006
22708,0.08325,0,0.51475
22709,0.074,0,0.65
22710,0.364,0.078,0.211
22711,0.338,0.283,0.051
22712,0.155,0.494,0.041
22713,0.097,0.529,0.004
